name;zipcode;company_created_13;company_13;start_up_13
63363;Saint-Jacques-d'Ambur;2;11;2
63364;Saint-Jean-d'Heurs;2;14;7
63365;Saint-Jean-des-Ollières;3;20;8
63366;Saint-Jean-en-Val;;11;4
63367;Saint-Jean-Saint-Gervais;;7;3
63368;Saint-Julien-de-Coppel;13;38;14
63369;Saint-Julien-la-Geneste;1;2;1
63370;Saint-Julien-Puy-Lavèze;1;18;2
63371;Saint-Just;1;7;3
63372;Saint-Laure;2;12;3
63373;Saint-Maigner;3;14;2
63374;Saint-Martin-des-Olmes;2;15;1
63375;Saint-Martin-des-Plains;2;5;0
63376;Saint-Martin-d'Ollières;1;4;0
63377;Saint-Maurice-près-Pionsat;2;22;6
63378;Saint-Maurice;5;23;7
63379;Saint-Myon;1;24;10
63380;Saint-Nectaire;8;76;21
63381;Saint-Ours;14;60;14
63382;Saint-Pardoux;4;27;8
63383;Saint-Pierre-Colamine;;9;2
63384;Saint-Pierre-la-Bourlhonne;;7;3
63385;Saint-Pierre-le-Chastel;5;18;6
63386;Saint-Pierre-Roche;1;28;14
63387;Saint-Priest-Bramefant;4;44;11
63388;Saint-Priest-des-Champs;6;37;11
63389;Saint-Quentin-sur-Sauxillanges;2;4;1
63390;Saint-Quintin-sur-Sioule;;14;2
63391;Saint-Rémy-de-Blot;2;15;4
63392;Saint-Rémy-de-Chargnat;3;26;4
63393;Saint-Rémy-sur-Durolle;10;97;23
63394;Saint-Romain;1;10;2
63395;Saint-Sandoux;3;26;11
63396;Saint-Saturnin;3;59;10
63397;Saint-Sauves-d'Auvergne;6;52;9
63398;Saint-Sauveur-la-Sagne;;3;2
63399;Saint-Sulpice;1;3;0
63400;Saint-Sylvestre-Pragoulin;4;33;7
63401;Saint-Victor-la-Rivière;;17;4
63402;Saint-Victor-Montvianeix;3;19;4
63403;Saint-Vincent;1;12;4
63404;Saint-Yvoine;2;19;5
63405;Sallèdes;2;20;7
63406;Sardon;1;4;1
63407;Saulzet-le-Froid;3;11;2
63408;Sauret-Besserve;;12;7
63409;Saurier;;8;2
63410;Sauvagnat;1;4;1
63411;Sauvagnat-Sainte-Marthe;2;24;4
63412;Sauvessanges;1;25;5
63413;La Sauvetat;3;26;5
63414;Sauviat;3;16;3
63415;Sauxillanges;10;80;21
63416;Savennes;1;2;2
63417;Sayat;13;106;24
63418;Sermentizon;;23;5
63419;Servant;3;13;3
63420;Seychalles;2;19;6
63421;Singles;;11;4
63422;Solignat;2;21;4
63423;Sugères;6;26;12
63424;Surat;5;16;6
63425;Tallende;13;54;23
63426;Tauves;2;48;10
63427;Teilhède;;14;6
63428;Teilhet;;7;2
63429;Ternant-les-Eaux;;1;0
63430;Thiers;115;778;174
63431;Thiolières;1;4;3
63432;Thuret;4;28;10
63433;Tortebesse;;;0
63434;Tours-sur-Meymont;1;24;9
63435;Tourzel-Ronzières;2;5;1
63436;Tralaigues;;2;0
63437;Trémouille-Saint-Loup;;3;1
63438;Trézioux;3;14;4
63439;Usson;3;10;2
63440;Valbeleix;1;3;1
63441;Valcivières;1;16;2
63442;Valz-sous-Châteauneuf;;3;0
63443;Varennes-sur-Morge;3;15;6
63444;Varennes-sur-Usson;;4;2
63445;Vassel;;10;1
63446;Vensat;3;23;7
63447;Vergheas;;2;1
63448;Vernet-la-Varenne;5;49;13
63449;Le Vernet-Sainte-Marguerite;3;19;6
63450;Verneugheol;;11;1
63451;Vernines;5;21;8
63452;Verrières;1;5;1
63453;Vertaizon;16;129;39
63454;Vertolaye;5;41;7
63455;Veyre-Monton;14;179;46
63456;Vichel;1;10;2
63457;Vic-le-Comte;29;214;52
63458;Villeneuve;;10;4
63459;Villeneuve-les-Cerfs;3;17;4
63460;Villosanges;3;12;2
63461;Vinzelles;2;9;2
63462;Virlet;;10;3
63463;Viscomtat;3;33;5
63464;Vitrac;2;13;3
63465;Viverols;2;29;9
63466;Vodable;3;6;4
63467;Voingt;1;1;0
63468;Vollore-Montagne;3;24;5
63469;Vollore-Ville;3;34;8
63470;Volvic;33;161;40
63471;Youx;3;18;5
63472;Yronde-et-Buron;8;25;7
63473;Yssac-la-Tourette;1;7;4
64001;Aast;;7;1
64002;Abère;;3;1
64003;Abidos;3;25;4
64004;Abitain;1;5;1
64005;Abos;;29;6
64006;Accous;4;41;10
64007;Agnos;2;25;9
64008;Ahaxe-Alciette-Bascassan;;14;3
64009;Ahetze;28;100;35
64010;Aïcirits-Camou-Suhast;4;56;12
64011;Aincille;;1;0
64012;Ainharp;;6;0
64013;Ainhice-Mongelos;1;9;3
64014;Ainhoa;5;48;10
64015;Alçay-Alçabéhéty-Sunharette;;10;1
64016;Aldudes;2;26;5
64017;Alos-Sibas-Abense;2;17;4
64018;Amendeuix-Oneix;2;36;9
64019;Amorots-Succos;;9;3
64020;Ance;2;5;1
64021;Andoins;4;25;10
64022;Andrein;2;6;1
64023;Angaïs;6;20;7
64024;Anglet;430;2957;857
64025;Angous;;2;0
64026;Anhaux;3;14;6
64027;Anos;3;6;1
64028;Anoye;2;4;0
64029;Aramits;7;30;2
64031;Arancou;1;6;2
64032;Araujuzon;2;14;4
64033;Araux;;3;1
64034;Arbérats-Sillègue;5;17;3
64035;Arbonne;16;120;38
64036;Arbouet-Sussaute;1;5;1
64037;Arbus;8;37;8
64038;Arcangues;24;221;57
64039;Aren;1;7;1
64040;Arette;9;91;13
64041;Aressy;5;47;10
64042;Argagnon;6;31;7
64043;Argelos;5;8;4
64044;Arget;;5;0
64045;Arhansus;;4;0
64046;Armendarits;1;14;1
64047;Arnéguy;;12;5
64048;Arnos;;6;3
64049;Aroue-Ithorots-Olhaïby;2;8;3
64050;Arrast-Larrebieu;;5;1
64051;Arraute-Charritte;7;18;4
64052;Arricau-Bordes;;5;1
64053;Arrien;;4;2
64054;Arros-de-Nay;8;36;10
64056;Arrosès;;15;1
64057;Arthez-de-Béarn;7;80;16
64058;Arthez-d'Asson;1;22;4
64059;Artigueloutan;7;33;9
64060;Artiguelouve;15;53;17
64061;Artix;19;182;38
64062;Arudy;17;143;35
64063;Arzacq-Arraziguet;14;101;27
64064;Asasp-Arros;2;22;4
64065;Ascain;43;294;76
64066;Ascarat;;24;6
64067;Assat;11;97;37
64068;Asson;7;83;27
64069;Aste-Béon;3;7;1
64070;Astis;;15;5
64071;Athos-Aspis;1;4;0
64072;Aubertin;4;36;8
64073;Aubin;;17;8
64074;Aubous;1;3;0
64075;Audaux;;12;2
64077;Auga;;4;1
64078;Auriac;3;23;8
64079;Aurions-Idernes;;8;2
64080;Aussevielle;4;16;7
64081;Aussurucq;;5;1
64082;Auterrive;;6;2
64083;Autevielle-Saint-Martin-Bideren;;8;4
64084;Aydie;1;7;3
64085;Aydius;;4;2
64086;Ayherre;9;51;18
64087;Baigts-de-Béarn;5;28;12
64088;Balansun;;8;3
64089;Baleix;;8;1
64090;Baliracq-Maumusson;;7;2
64091;Baliros;4;17;6
64092;Banca;1;6;1
64093;Barcus;3;43;6
64094;Bardos;15;105;28
64095;Barinque;8;25;11
64096;Barraute-Camu;;7;1
64097;Barzun;4;18;6
64098;Bassillon-Vauzé;;3;0
64099;Bastanès;;8;1
64100;Bassussarry;21;218;65
64101;Baudreix;7;17;5
64102;Bayonne;549;3831;1039
64103;Bédeille;2;10;3
64104;Bedous;4;54;19
64105;Béguios;;11;0
64106;Béhasque-Lapiste;2;22;8
64107;Béhorléguy;;1;0
64108;Bellocq;1;27;7
64109;Bénéjacq;15;110;29
64110;Béost;2;9;2
64111;Bentayou-Sérée;2;1;0
64112;Bérenx;2;13;4
64113;Bergouey-Viellenave;3;3;0
64114;Bernadets;3;14;4
64115;Berrogain-Laruns;2;5;2
64116;Bescat;5;16;6
64117;Bésingrand;;;0
64118;Bétracq;;2;0
64119;Beuste;3;14;3
64120;Beyrie-sur-Joyeuse;;18;1
64121;Beyrie-en-Béarn;1;8;2
64122;Biarritz;399;3016;822
64123;Bidache;7;93;18
64124;Bidarray;3;40;12
64125;Bidart;120;675;201
64126;Bidos;6;45;10
64127;Bielle;1;26;3
64128;Bilhères;;7;0
64129;Billère;80;501;140
64130;Biriatou;4;42;11
64131;Biron;2;19;6
64132;Bizanos;25;239;60
64133;Boeil-Bezing;6;46;12
64134;Bonloc;3;14;3
64135;Bonnut;4;23;7
64136;Borce;1;10;2
64137;Bordères;1;23;6
64138;Bordes;14;96;28
64139;Bosdarros;5;43;9
64140;Boucau;64;329;110
64141;Boueilh-Boueilho-Lasque;2;16;5
64142;Bougarber;5;32;9
64143;Bouillon;;6;1
64144;Boumourt;;4;1
64145;Bourdettes;2;18;5
64146;Bournos;1;12;4
64147;Briscous;24;117;30
64148;Bruges-Capbis-Mifaget;2;46;8
64149;Bugnein;;11;2
64150;Bunus;;5;1
64151;Burgaronne;;6;1
64152;Buros;17;78;22
64153;Burosse-Mendousse;1;1;0
64154;Bussunarits-Sarrasquette;;10;2
64155;Bustince-Iriberry;1;6;2
64156;Buziet;3;16;4
64157;Buzy;6;43;12
64158;Cabidos;1;5;2
64159;Cadillon;1;7;2
64160;Cambo-les-Bains;47;386;105
64161;Came;8;49;15
64162;Camou-Cihigue;;4;0
64165;Cardesse;4;9;3
64166;Caro;1;6;3
64167;Carrère;2;8;2
64168;Carresse-Cassaber;6;36;9
64170;Castagnède;1;9;2
64171;Casteide-Cami;4;6;2
64172;Casteide-Candau;3;11;2
64173;Casteide-Doat;3;5;2
64174;Castéra-Loubix;;1;0
64175;Castet;1;4;1
64176;Castetbon;3;3;1
64177;Castétis;4;25;2
64178;Castetnau-Camblong;1;19;5
64179;Castetner;2;5;1
64180;Castetpugon;2;9;1
64181;Castillon (Canton d'Arthez-de-Béarn);3;11;3
64182;Castillon (Canton de Lembeye);;1;0
64183;Caubios-Loos;3;13;1
64184;Cescau;2;17;7
64185;Cette-Eygun;1;3;0
64186;Charre;1;14;4
64187;Charritte-de-Bas;2;21;6
64188;Chéraute;2;40;7
64189;Ciboure;64;421;118
64190;Claracq;;5;3
64191;Coarraze;22;164;44
64192;Conchez-de-Béarn;3;7;2
64193;Corbère-Abères;;4;2
64194;Coslédaà-Lube-Boast;1;13;4
64195;Coublucq;;2;0
64196;Crouseilles;1;4;2
64197;Cuqueron;1;5;2
64198;Denguin;7;58;19
64199;Diusse;1;5;2
64200;Doazon;2;7;1
64201;Dognen;2;12;2
64202;Domezain-Berraute;2;13;4
64203;Doumy;4;9;2
64204;Eaux-Bonnes;5;118;23
64205;Escos;;15;3
64206;Escot;1;2;1
64207;Escou;1;11;3
64208;Escoubès;3;17;5
64209;Escout;3;23;4
64210;Escurès;;6;2
64211;Eslourenties-Daban;2;7;3
64212;Espéchède;2;7;1
64213;Espelette;14;161;44
64214;Espès-Undurein;;23;5
64215;Espiute;;1;0
64216;Espoey;8;69;22
64217;Esquiule;3;24;7
64218;Estérençuby;1;11;5
64219;Estialescq;1;12;4
64220;Estos;4;12;6
64221;Etcharry;;6;1
64222;Etchebar;;1;0
64223;Etsaut;3;8;2
64224;Eysus;3;22;8
64225;Féas;4;23;5
64226;Fichous-Riumayou;2;3;0
64227;Gabaston;3;17;5
64228;Gabat;2;8;0
64229;Gamarthe;1;5;2
64230;Gan;27;262;79
64231;Garindein;2;19;5
64232;Garlède-Mondebat;;6;2
64233;Garlin;14;93;22
64234;Garos;2;5;0
64235;Garris;2;7;0
64236;Gayon;;2;0
64237;Gelos;41;193;64
64238;Ger;8;80;25
64239;Gerderest;1;;0
64240;Gère-Bélesten;1;8;1
64241;Géronce;1;19;4
64242;Gestas;1;1;1
64243;Géus-d'Arzacq;1;5;4
64244;Geüs-d'Oloron;1;8;1
64245;Goès;4;18;7
64246;Gomer;4;9;3
64247;Gotein-Libarrenx;3;27;4
64249;Guéthary;22;130;39
64250;Guiche;4;51;14
64251;Guinarthe-Parenties;3;15;4
64252;Gurmençon;2;20;2
64253;Gurs;2;18;5
64254;Hagetaubin;1;19;7
64255;Halsou;6;24;6
64256;Hasparren;48;410;100
64257;Haut-de-Bosdarros;1;7;3
64258;Haux;1;4;1
64259;Hélette;4;47;7
64260;Hendaye;139;906;251
64261;Herrère;2;21;7
64262;Higuères-Souye;2;12;2
64263;L'Hôpital-d'Orion;2;2;0
64264;L'Hôpital-Saint-Blaise;;2;0
64265;Hosta;1;2;1
64266;Hours;2;17;10
64267;Ibarrolle;;2;0
64268;Idaux-Mendy;3;13;4
64269;Idron;33;180;56
64270;Igon;7;33;10
64271;Iholdy;1;25;4
64272;Ilharre;;8;0
64273;Irissarry;7;61;10
64274;Irouléguy;3;19;2
64275;Ispoure;5;36;6
64276;Issor;;13;3
64277;Isturits;1;13;6
64279;Itxassou;16;153;34
64280;Izeste;6;21;8
64281;Jasses;;5;1
64282;Jatxou;7;46;11
64283;Jaxu;2;10;2
64284;Jurançon;44;345;98
64285;Juxue;;8;2
64286;Laà-Mondrans;2;17;4
64287;Laàs;3;11;2
64288;Labastide-Cézéracq;2;26;7
64289;La Bastide-Clairence;8;69;19
64290;Labastide-Monréjeau;2;13;3
64291;Labastide-Villefranche;;15;4
64292;Labatmale;3;9;4
64293;Labatut;1;7;1
64294;Labets-Biscay;;3;0
64295;Labeyrie;;3;2
64296;Lacadée;;4;1
64297;Lacarre;4;10;2
64298;Lacarry-Arhan-Charritte-de-Haut;;5;1
64299;Lacommande;1;8;2
64300;Lacq;10;44;14
64301;Lagor;5;38;15
64302;Lagos;1;18;6
64303;Laguinge-Restoue;;6;0
64304;Lahonce;19;115;35
64305;Lahontan;1;24;7
64306;Lahourcade;3;14;6
64307;Lalongue;1;5;1
64308;Lalonquette;1;11;3
64309;Lamayou;1;13;3
64310;Lanne-en-Barétous;4;31;9
64311;Lannecaube;;4;1
64312;Lanneplaà;1;10;4
64313;Lantabat;;12;2
64314;Larceveau-Arros-Cibits;3;37;8
64315;Laroin;4;56;8
64316;Larrau;;7;0
64317;Larressore;9;99;34
64318;Larreule;2;5;1
64319;Larribar-Sorhapuru;1;10;3
64320;Laruns;14;130;25
64321;Lasclaveries;1;18;5
64322;Lasse;2;14;7
64323;Lasserre;;3;1
64324;Lasseube;17;90;21
64325;Lasseubetat;;12;5
64326;Lay-Lamidou;2;5;3
64327;Lecumberry;;7;0
64328;Ledeuix;10;45;18
64329;Lée;17;42;12
64330;Lées-Athas;1;11;4
64331;Lembeye;2;78;16
64332;Lème;;1;1
64334;Léren;6;5;1
64335;Lescar;72;581;149
64336;Lescun;2;12;3
64337;Lespielle;;9;4
64338;Lespourcy;2;5;1
64339;Lestelle-Bétharram;7;34;9
64340;Lichans-Sunhar;;4;1
64341;Lichos;;5;2
64342;Licq-Athérey;1;13;3
64343;Limendous;3;15;5
64344;Livron;2;13;3
64345;Lohitzun-Oyhercq;;7;3
64346;Lombia;1;8;2
64347;Lonçon;2;7;1
64348;Lons;104;822;213
64349;Loubieng;2;11;4
64350;Louhossoa;7;49;13
64351;Lourdios-Ichère;;8;1
64352;Lourenties;1;12;4
64353;Louvie-Juzon;10;64;16
64354;Louvie-Soubiron;4;6;3
64355;Louvigny;1;4;0
64356;Luc-Armau;;3;1
64357;Lucarré;2;4;0
64358;Lucgarier;1;7;1
64359;Lucq-de-Béarn;4;40;11
64360;Lurbe-Saint-Christau;3;10;4
64361;Lussagnet-Lusson;1;6;3
64362;Luxe-Sumberraute;;8;1
64363;Lys;1;15;2
64364;Macaye;1;33;12
64365;Malaussanne;2;20;7
64366;Mascaraàs-Haron;;;0
64367;Maslacq;;20;3
64368;Masparraute;1;6;2
64369;Maspie-Lalonquère-Juillacq;;10;2
64370;Maucor;6;17;6
64371;Mauléon-Licharre;13;305;51
64372;Maure;;9;3
64373;Mazères-Lezons;9;69;20
64374;Mazerolles;9;67;19
64375;Méharin;;9;1
64376;Meillon;6;23;8
64377;Mendionde;4;40;10
64378;Menditte;;4;1
64379;Mendive;3;8;2
64380;Méracq;;6;1
64381;Méritein;1;14;5
64382;Mesplède;;6;1
64383;Mialos;1;1;0
64385;Miossens-Lanusse;1;11;5
64386;Mirepeix;8;44;16
64387;Momas;2;15;8
64388;Momy;2;1;1
64389;Monassut-Audiracq;1;18;2
64390;Moncaup;;5;0
64391;Moncayolle-Larrory-Mendibieu;;12;2
64392;Moncla;;1;0
64393;Monein;31;225;56
64394;Monpezat;;2;0
64395;Monségur;;7;3
64396;Mont;8;46;15
64397;Montagut;1;6;5
64398;Montaner;1;24;5
64399;Montardon;16;123;27
64400;Montaut;4;43;13
64401;Mont-Disse;;2;1
64403;Montfort;;6;3
64404;Montory;3;15;3
64405;Morlaàs;31;317;77
64406;Morlanne;8;28;11
64407;Mouguerre;37;218;68
64408;Mouhous;1;1;1
64409;Moumour;3;31;7
64410;Mourenx;25;216;51
64411;Musculdy;1;6;1
64412;Nabas;;3;1
64413;Narcastet;8;24;6
64414;Narp;;6;3
64415;Navailles-Angos;4;55;14
64416;Navarrenx;11;137;27
64417;Nay;38;238;42
64418;Noguères;3;8;1
64419;Nousty;3;62;23
64420;Ogenne-Camptort;3;10;2
64421;Ogeu-les-Bains;4;69;17
64422;Oloron-Sainte-Marie;104;770;174
64423;Oraàs;;6;3
64424;Ordiarp;2;21;5
64425;Orègue;1;18;7
64426;Orin;2;21;6
64427;Orion;;6;4
64428;Orriule;2;14;4
64429;Orsanco;;1;1
64430;Orthez;66;632;151
64431;Os-Marsillon;2;21;6
64432;Ossas-Suhare;1;5;3
64433;Osse-en-Aspe;1;18;3
64434;Ossenx;;1;1
64435;Osserain-Rivareyte;1;10;3
64436;Ossès;4;55;10
64437;Ostabat-Asme;2;11;2
64438;Ouillon;2;12;4
64439;Ousse;13;53;9
64440;Ozenx-Montestrucq;1;10;1
64441;Pagolle;;6;0
64442;Parbayse;;6;0
64443;Pardies;3;50;10
64444;Pardies-Piétat;2;14;5
64445;Pau;675;4746;1235
64446;Peyrelongue-Abos;;8;3
64447;Piets-Plasence-Moustrou;;6;3
64448;Poey-de-Lescar;13;76;17
64449;Poey-d'Oloron;1;4;1
64450;Pomps;5;10;3
64451;Ponson-Debat-Pouts;2;5;0
64452;Ponson-Dessus;2;12;0
64453;Pontacq;15;133;43
64454;Pontiacq-Viellepinte;1;15;2
64455;Portet;;12;2
64456;Pouliacq;;3;1
64457;Poursiugues-Boucoue;;9;2
64458;Préchacq-Josbaig;1;18;8
64459;Préchacq-Navarrenx;;8;2
64460;Précilhon;1;15;4
64461;Puyoô;6;84;25
64462;Ramous;2;13;7
64463;Rébénacq;3;22;7
64464;Ribarrouy;;5;2
64465;Riupeyrous;;3;1
64466;Rivehaute;;18;5
64467;Rontignon;9;21;8
64468;Roquiague;;3;0
64469;Saint-Abit;4;13;2
64470;Saint-Armou;4;21;5
64471;Saint-Boès;2;14;4
64472;Saint-Castin;6;31;8
64473;Sainte-Colome;1;13;4
64474;Saint-Dos;1;4;4
64475;Sainte-Engrâce;1;9;1
64476;Saint-Esteben;5;16;4
64477;Saint-Étienne-de-Baïgorry;19;126;29
64478;Saint-Faust;6;34;7
64479;Saint-Girons-en-Béarn;1;5;0
64480;Saint-Gladie-Arrive-Munein;3;11;1
64481;Saint-Goin;3;13;5
64482;Saint-Jammes;4;24;10
64483;Saint-Jean-de-Luz;147;1486;296
64484;Saint-Jean-le-Vieux;4;54;8
64485;Saint-Jean-Pied-de-Port;16;243;42
64486;Saint-Jean-Poudge;;2;0
64487;Saint-Just-Ibarre;1;13;3
64488;Saint-Laurent-Bretagne;3;13;2
64489;Saint-Martin-d'Arberoue;2;16;3
64490;Saint-Martin-d'Arrossa;4;33;13
64491;Saint-Médard;;12;3
64492;Saint-Michel;1;6;1
64493;Saint-Palais;21;244;41
64494;Saint-Pé-de-Léren;1;11;2
64495;Saint-Pée-sur-Nivelle;43;336;100
64496;Saint-Pierre-d'Irube;28;219;59
64498;Saint-Vincent;2;14;6
64499;Salies-de-Béarn;37;316;81
64500;Salles-Mongiscard;3;8;0
64501;Sallespisse;6;13;3
64502;Sames;6;34;5
64503;Samsons-Lion;;4;2
64504;Sare;24;133;32
64505;Sarpourenx;3;6;4
64506;Sarrance;;11;3
64507;Saubole;1;3;2
64508;Saucède;1;9;1
64509;Sauguis-Saint-Étienne;1;7;3
64510;Sault-de-Navailles;7;37;9
64511;Sauvagnon;18;125;35
64512;Sauvelade;1;13;5
64513;Sauveterre-de-Béarn;11;102;21
64514;Séby;;9;2
64515;Sedze-Maubecq;3;6;4
64516;Sedzère;6;16;9
64517;Séméacq-Blachon;1;9;1
64518;Sendets;5;41;14
64519;Serres-Castet;55;434;109
64520;Serres-Morlaàs;6;29;9
64521;Serres-Sainte-Marie;;13;4
64522;Sévignacq-Meyracq;6;30;10
64523;Sévignacq;4;30;8
64524;Simacourbe;5;11;5
64525;Siros;5;28;9
64526;Soumoulou;10;115;25
64527;Souraïde;12;83;22
64528;Suhescun;2;10;2
64529;Sus;5;14;6
64530;Susmiou;;31;5
64531;Tabaille-Usquain;1;1;1
64532;Tadousse-Ussau;;;0
64533;Tardets-Sorholus;6;65;9
64534;Taron-Sadirac-Viellenave;;5;2
64535;Tarsacq;2;27;9
64536;Thèze;10;42;16
64537;Trois-Villes;;7;1
64538;Uhart-Cize;7;52;10
64539;Uhart-Mixe;;8;2
64540;Urcuit;20;97;35
64541;Urdès;;3;1
64542;Urdos;;5;1
64543;Urepel;1;13;1
64544;Urost;;3;0
64545;Urrugne;79;536;171
64546;Urt;12;114;36
64547;Ustaritz;43;326;88
64548;Uzan;;5;2
64549;Uzein;1;31;10
64550;Uzos;5;45;13
64551;Verdets;2;12;2
64552;Vialer;;9;2
64554;Viellenave-d'Arthez;3;8;2
64555;Viellenave-de-Navarrenx;2;8;3
64556;Vielleségure;;11;4
64557;Vignes;2;16;5
64558;Villefranque;21;125;40
64559;Viodos-Abense-de-Bas;8;34;11
64560;Viven;2;4;2
65001;Adast;1;9;2
65002;Adé;3;39;15
65003;Adervielle-Pouchergues;1;16;4
65004;Agos-Vidalos;4;37;6
65005;Allier;1;9;5
65006;Ancizan;2;24;6
65007;Andrest;8;59;14
65009;Anères;2;14;8
65010;Angos;2;9;2
65011;Les Angles;1;2;0
65012;Anla;;7;3
65013;Ansost;1;1;1
65014;Antichan;1;2;1
65015;Antin;2;3;0
65016;Antist;1;5;3
65017;Aragnouet;6;64;11
65018;Arbéost;1;14;5
65019;Arcizac-Adour;4;23;10
65020;Arcizac-ez-Angles;1;11;4
65021;Arcizans-Avant;6;24;12
65022;Arcizans-Dessus;;8;3
65023;Ardengost;;;0
65024;Argelès-Bagnères;;3;1
65025;Argelès-Gazost;36;275;55
65026;Aries-Espénan;;5;0
65027;Armenteule;;4;1
65028;Arné;;14;3
65029;Arras-en-Lavedan;6;36;9
65031;Arreau;10;116;28
65032;Arrens-Marsous;5;58;17
65033;Arrodets-ez-Angles;2;2;2
65034;Arrodets;1;3;2
65035;Artagnan;2;23;9
65036;Artalens-Souin;;7;2
65037;Artiguemy;;2;0
65038;Artigues;1;2;1
65039;Aspin-Aure;1;1;0
65040;Aspin-en-Lavedan;1;8;0
65041;Asque;2;7;2
65042;Asté;1;20;5
65043;Astugue;;10;2
65044;Aubarède;1;16;4
65045;Aucun;7;21;3
65046;Aulon;3;11;2
65047;Aureilhan;52;285;74
65048;Aurensan;6;28;6
65049;Auriébat;2;13;3
65050;Avajan;;4;1
65051;Aventignan;1;8;0
65052;Averan;;4;2
65053;Aveux;;2;0
65054;Avezac-Prat-Lahitte;4;27;11
65055;Ayros-Arbouix;3;21;4
65056;Ayzac-Ost;1;26;6
65057;Azereix;4;29;11
65058;Azet;1;10;5
65059;Bagnères-de-Bigorre;50;731;156
65060;Banios;;;0
65061;Barbachen;1;1;0
65062;Barbazan-Debat;19;109;30
65063;Barbazan-Dessus;;5;2
65064;Bareilles;1;4;2
65065;Barlest;1;13;2
65066;Barrancoueu;1;;0
65067;Barry;1;1;0
65068;Barthe;;;0
65069;La Barthe-de-Neste;12;78;27
65070;Bartrès;1;24;5
65071;Batsère;;2;1
65072;Bazet;12;88;33
65073;Bazillac;6;18;6
65074;Bazordan;1;5;1
65075;Bazus-Aure;;7;2
65076;Bazus-Neste;;2;1
65077;Beaucens;7;25;4
65078;Beaudéan;1;24;8
65079;Bégole;1;8;2
65080;Bénac;1;18;2
65081;Benqué;4;4;1
65082;Berbérust-Lias;;;0
65083;Bernac-Debat;3;30;15
65084;Bernac-Dessus;3;9;4
65085;Bernadets-Debat;4;7;3
65086;Bernadets-Dessus;;7;0
65087;Bertren;;9;1
65088;Betbèze;;1;1
65089;Betpouey;;7;0
65090;Betpouy;;6;1
65091;Bettes;;1;0
65092;Beyrède-Jumet;1;9;3
65093;Bize;;9;3
65094;Bizous;;5;2
65095;Bonnefont;;8;2
65096;Bonnemazon;;4;1
65097;Bonrepos;3;4;0
65098;Boô-Silhen;1;10;4
65099;Bordères-Louron;3;15;4
65100;Bordères-sur-l'Échez;30;229;50
65101;Bordes;6;30;6
65102;Bouilh-Devant;;;0
65103;Bouilh-Péreuilh;1;6;4
65104;Boulin;2;14;7
65105;Bourg-de-Bigorre;1;16;5
65106;Bourisp;1;14;2
65107;Bourréac;2;3;1
65108;Bours;4;29;8
65109;Bramevaque;;1;0
65110;Bugard;;5;2
65111;Bulan;;5;2
65112;Bun;;9;2
65113;Burg;2;10;4
65114;Buzon;;6;2
65115;Cabanac;;11;1
65116;Cadéac;5;23;5
65117;Cadeilhan-Trachère;;5;1
65118;Caharet;;;0
65119;Caixon;7;25;4
65120;Calavanté;7;8;3
65121;Camalès;;17;4
65122;Camous;;1;0
65123;Campan;9;119;41
65124;Camparan;1;4;1
65125;Campistrous;1;10;1
65126;Campuzan;2;14;5
65127;Capvern;19;95;27
65128;Castelbajac;1;2;0
65129;Castelnau-Magnoac;4;85;17
65130;Castelnau-Rivière-Basse;2;37;11
65131;Castelvieilh;2;9;3
65132;Castéra-Lanusse;;;0
65133;Castéra-Lou;2;6;2
65134;Casterets;;;0
65135;Castillon;;4;2
65136;Caubous;;1;0
65137;Caussade-Rivière;1;4;3
65138;Cauterets;14;262;57
65139;Cazarilh;1;1;1
65140;Cazaux-Debat;;2;0
65141;Cazaux-Fréchet-Anéran-Camors;;5;2
65142;Chelle-Debat;2;12;4
65143;Chelle-Spou;;5;1
65144;Cheust;1;3;2
65145;Chèze;1;4;1
65146;Chis;1;14;0
65147;Cieutat;5;32;9
65148;Cizos;2;10;5
65149;Clarac;1;5;0
65150;Clarens;3;17;6
65151;Collongues;;5;0
65153;Coussan;1;2;1
65154;Créchets;;3;1
65155;Devèze;;5;2
65156;Dours;3;7;2
65157;Ens;;5;2
65158;Esbareich;;1;0
65159;Escala;2;9;2
65160;Escaunets;2;3;2
65161;Escondeaux;1;9;5
65162;Esconnets;;1;1
65163;Escots;1;1;0
65164;Escoubès-Pouts;;3;2
65165;Esparros;1;10;2
65166;Espèche;1;3;1
65167;Espieilh;;1;1
65168;Esquièze-Sère;2;37;6
65169;Estaing;5;11;5
65170;Estampures;;3;0
65171;Estarvielle;;3;1
65172;Estensan;;;0
65173;Esterre;;12;1
65174;Estirac;;2;1
65175;Ferrère;2;1;1
65176;Ferrières;;11;2
65177;Fontrailles;;10;2
65178;Fréchède;1;4;2
65179;Fréchendets;;2;1
65180;Fréchet-Aure;;2;1
65181;Fréchou-Fréchet;;1;1
65182;Gaillagos;1;6;2
65183;Galan;7;36;11
65184;Galez;;5;3
65185;Gardères;1;14;5
65186;Gaudent;1;2;1
65187;Gaussan;1;6;0
65188;Gavarnie;4;48;8
65189;Gayan;1;6;0
65190;Gazave;1;1;0
65191;Gazost;2;8;3
65192;Gèdre;1;28;5
65193;Gembrie;1;5;1
65194;Générest;;1;0
65195;Génos;2;19;5
65196;Gensac;;2;0
65197;Ger;;10;3
65198;Gerde;5;34;16
